network,station_code,location_code,latitude,longitude,elevation (m)
TSMIP,,ALS,23.5083,120.8134,2413
TSMIP,,ANP,25.1826,121.5292,826
TSMIP,,ANPB,25.1865,121.5202,825
TSMIP,,AXDP,24.8982,117.966,880
TSMIP,,BAC,24.9975,121.4418,5
TSMIP,,BGSB,24.057,120.6106,107
TSMIP,,CHGB,24.0602,121.174,1850
TSMIP,,CHK,23.0977,121.373,34
TSMIP,,CHKH,23.1917,121.3957,7
TSMIP,,CHN1,23.185,120.5285,217
TSMIP,,CHN2,23.5319,120.4744,45
TSMIP,,CHN3,23.0751,120.3643,50
TSMIP,,CHN4,23.3513,120.594,957
TSMIP,,CHN5,23.5973,120.6776,840
TSMIP,,CHN8,23.3474,120.2227,6
TSMIP,,CHY,23.4963,120.4325,31
TSMIP,C001,CHY001,23.7046,120.2491,8
TSMIP,C002,CHY002,23.7168,120.4201,27
TSMIP,C003,CHY003,23.7149,120.5385,52
TSMIP,C004,CHY004,23.5996,120.1795,2
TSMIP,C005,CHY005,23.61,120.4217,21
TSMIP,C006,CHY006,23.5796,120.5601,173
TSMIP,C008,CHY008,23.4836,120.2776,11
TSMIP,,CHY009,23.4727,120.4164,32
TSMIP,C010,CHY010,23.463,120.5529,211
TSMIP,C011,CHY011,23.4831,120.6544,658
TSMIP,C012,CHY012,23.3304,120.1597,5
TSMIP,,CHY013,23.3561,120.2738,15
TSMIP,C014,CHY014,23.2945,120.5927,260
TSMIP,C015,CHY015,23.3526,120.4138,39
TSMIP,C016,CHY016,23.2191,120.1621,7
TSMIP,C017,CHY017,23.2137,120.2769,8
TSMIP,,CHY018,23.2224,120.4002,130
TSMIP,,CHY020,23.1023,120.1583,7
TSMIP,C021,CHY021,23.0791,120.2957,14
TSMIP,C022,CHY022,23.0441,120.4697,102
TSMIP,C023,CHY023,22.9648,120.2889,26
TSMIP,C024,CHY024,23.7553,120.6156,101
TSMIP,C025,CHY025,23.7774,120.5229,47
TSMIP,C026,CHY026,23.7966,120.4195,27
TSMIP,C027,CHY027,23.751,120.2543,10
TSMIP,C028,CHY028,23.6308,120.6157,309
TSMIP,C029,CHY029,23.6125,120.5373,111
TSMIP,,CHY030,23.642,120.4838,43
TSMIP,,CHY031,23.6575,120.3498,17
TSMIP,C032,CHY032,23.577,120.3018,16
TSMIP,,CHY033,23.5391,120.2253,5
TSMIP,,CHY034,23.5207,120.5525,138
TSMIP,C035,CHY035,23.5186,120.5916,224
TSMIP,C036,CHY036,23.6052,120.4881,48
TSMIP,C037,CHY037,23.5546,120.4292,30
TSMIP,,CHY038,23.5343,120.4555,49
TSMIP,,CHY039,23.5193,120.3512,18
TSMIP,C041,CHY041,23.4386,120.6047,233
TSMIP,,CHY042,23.3563,120.5918,912
TSMIP,C043,CHY043,23.4048,120.3363,19
TSMIP,C044,CHY044,23.3812,120.1722,20
TSMIP,C045,CHY045,23.3003,120.6669,418
TSMIP,,CHY046,23.4753,120.4713,82
TSMIP,C047,CHY047,23.4936,120.4553,42
TSMIP,,CHY048,23.4707,120.4453,34
TSMIP,C049,CHY049,23.3655,120.3663,24
TSMIP,,CHY051,23.2799,120.4673,128
TSMIP,C052 ,CHY052,23.28783417,120.5009995,470
TSMIP,C053,CHY053,23.2864,120.3637,20
TSMIP,,CHY054,23.3057,120.3175,21
TSMIP,,CHY055,23.2687,120.2768,13
TSMIP,C056,CHY056,23.2621,120.1392,3
TSMIP,C058,CHY058,23.1714,120.3271,20
TSMIP,,CHY059,23.1829,120.1113,4
TSMIP,C060,CHY060,23.1234,120.2458,10
TSMIP,,CHY061,23.0746,120.5189,112
TSMIP,C062,CHY062,23.1216,120.459,64
TSMIP,,CHY063,23.0259,120.3495,48
TSMIP,,CHY064,23.003,120.2416,27
TSMIP,C065,CHY065,22.9043,120.3517,44
TSMIP,C066,CHY066,22.9188,120.2172,4
TSMIP,,CHY067,22.9975,120.1922,10
TSMIP,C068 ,CHY068,22.98603333,120.2096722,20
TSMIP,C069,CHY069,22.9732,120.1897,7
TSMIP,,CHY070,22.9638,120.2363,27
TSMIP,,CHY071,23.063,120.1728,8
TSMIP,C073,CHY073,23.4963,120.4325,31
TSMIP,C074,CHY074,23.5084,120.8134,2417
TSMIP,C075,CHY075,23.5653,119.5637,14
TSMIP,C076,CHY076,23.6363,120.2298,8
TSMIP,C077,CHY077,23.1735,120.2017,8
TSMIP,C078,CHY078,23.038,120.2366,11
TSMIP,,CHY079,23.185,120.5285,216
TSMIP,,CHY080,23.5972,120.6769,799
TSMIP,,CHY081,23.2651,120.4999,609
TSMIP,C082,CHY082,23.7227,120.3067,11
TSMIP,C083,CHY083,23.7222,120.5858,69
TSMIP,C084,CHY084,23.7268,120.464,32
TSMIP,C085,CHY085,22.9932,120.2048,19
TSMIP,,CHY086,23.3513,120.594,956
TSMIP,C087,CHY087,23.3821,120.5299,175
TSMIP,,CHY088,23.3445,120.438,44
TSMIP,,CHY089,23.0753,120.3641,55
TSMIP,C092,CHY092,23.7889,120.4862,34
TSMIP,C093,CHY093,23.6513,120.1552,3
TSMIP,C094,CHY094,23.7923,120.3306,14
TSMIP,C095,CHY095,23.4559,120.3306,18
TSMIP,C096,CHY096,22.9813,120.2407,31
TSMIP,C097,CHY097,23.0089,120.2115,16
TSMIP,C098,CHY098,23.0006,120.1661,8
TSMIP,C099,CHY099,23.1361,120.2882,17
TSMIP,C100,CHY100,23.2256,120.3503,31
TSMIP,C101,CHY101,23.6844,120.5703,80
TSMIP,C102,CHY102,23.2438,120.6223,555
TSMIP,C103 ,CHY103,23.69951,120.53902,55
TSMIP,C104,CHY104,23.6678,120.4735,35
TSMIP,C105,CHY105,23.5547,120.3453,16
TSMIP,C106,CHY106,23.4363,120.4147,32
TSMIP,C107,CHY107,23.2977,120.2992,15
TSMIP,C108 ,CHY108,23.18597221,120.2542801,6
TSMIP,,CHY109,23.2462,120.5364,256
TSMIP,,CHY110,23.2476,120.5337,146
TSMIP,,CHY111,23.7896,120.2335,4
TSMIP,C112,CHY112,23.7025,120.193,3
TSMIP,C113,CHY113,23.4201,120.2139,4
TSMIP,,CHY114,23.0367,120.1269,4
TSMIP,C115 ,CHY115,23.146882,120.085954,1
TSMIP,C116,CHY116,23.0768,120.1167,7
TSMIP,,CHY117,23.8044,120.2232,10
TSMIP,,CHY118,23.1823,120.4857,99
TSMIP,,CHY119,23.4722,120.4674,49
TSMIP,,CHY120,23.457,120.2939,17
TSMIP,C121,CHY121,23.4875,120.9591,3805
TSMIP,,CHY122,23.323,120.3096,12
TSMIP,C123,CHY123,23.4835,120.2395,7
TSMIP,C124,CHY124,23.2573,119.6675,34
TSMIP,,CHY125,22.9922,120.1666,13
TSMIP,,CHY126,23.6988,120.5305,47
TSMIP,,CHY127,23.5784,119.5739,19
TSMIP,,CHY128,23.2945,120.3867,29
TSMIP,C129,CHY129,23.2926,120.2441,9
TSMIP,,CHY130,23.5656,120.4714,57
TSMIP,C131,CHY131,23.1196,120.3613,28
TSMIP,,CHY132,23.4592,120.5237,134
TSMIP,,CHY133,23.5319,120.4744,102
TSMIP,C134,CHY134,23.3473,120.2227,6
TSMIP,,CHY135,23.2873,120.5065,436
TSMIP,,CHY136,23.6345,120.7193,1557
TSMIP,C137,CHY137,23.5167,120.8154,2297
TSMIP,C138,CHY138,23.6454,120.3174,13
TSMIP,C139,CHY139,23.6443,120.4309,27
TSMIP,C140,CHY140,23.2377,120.1752,7
TSMIP,C141,CHY141,23.1226,120.1988,7
TSMIP,C142,CHY142,23.0559,120.4035,57
TSMIP,C143,CHY143,22.9641,120.3587,83
TSMIP,C144,CHY144,23.6044,120.394,16
TSMIP,C145,CHY145,23.4605,120.1532,3
TSMIP,C146,CHY146,23.1817,120.2599,17
TSMIP,,CHY147,22.9434,120.2175,36
TSMIP,,CHY148,23.3172,120.404,54
TSMIP,,CHY149,23.4589,120.5086,115
TSMIP,C150,CHY150,23.6888,120.5381,54
TSMIP,,CHY151,23.2198,120.4973,170
TSMIP,C152,CHY152,23.6876,120.3886,21
TSMIP,,CHY153,23.3606,120.2794,30
TSMIP,,CHY154,23.0213,120.3479,59
TSMIP,C155,CHY155,23.5227,120.2279,2
TSMIP,C156,CHY156,23.1467,120.0865,22
TSMIP,C157,CHY157,23.4777,120.2999,16
TSMIP,C158,CHY158,23.6458,120.588699,168
TSMIP,C159,CHY159,23.616523,120.578343,272
TSMIP,C160,CHY160,23.596489,120.573541,320
TSMIP,C161,CHY161,23.55868,120.554415,186
TSMIP,C162,CHY162,23.570355,120.519995,98
TSMIP,,DHTZ,25.5051,118.224,556
TSMIP,,DOSB,20.701,116.7306,5
TSMIP,,DPDB,24.0334,120.9264,650
TSMIP,,DSXP,23.7082,117.426,54
TSMIP,,DYSB,24.8208,121.4049,1000
TSMIP,,EAH,24.3293,121.7393,51
TSMIP,,EAS,22.382,120.8564,445
TSMIP,,ECB,23.3163,121.4512,63
TSMIP,,ECL,22.596,120.962,70
TSMIP,,ECS,23.0953,121.2192,278
TSMIP,,EDH,22.9725,121.3039,79
TSMIP,,EGC,23.7078,121.5475,5
TSMIP,,EGFH,23.6688,121.4274,132
TSMIP,,EGS,24.8427,121.9437,3
TSMIP,,EHD,23.1488,121.2061,322
TSMIP,,EHP,24.3075,121.749,24
TSMIP,,EHY,23.5038,121.3299,237
TSMIP,,EHYH,23.4938,121.3451,168
TSMIP,,ELD,23.1871,121.025,1040
TSMIP,,ELDH,23.1864,121.025,1040
TSMIP,,ENA,24.4263,121.749,113
TSMIP,,ENA1,24.4494,121.8102,4
TSMIP,,ENAH,24.4494,121.8102,4
TSMIP,,ENLB,23.9036,121.6017,71
TSMIP,,ENT,24.6378,121.5736,280
TSMIP,,ESA,24.5757,121.8439,33
TSMIP,,ESL,23.8121,121.4415,178
TSMIP,,ETL,24.1582,121.623,415
TSMIP,,ETLH,24.2068,121.4818,969
TSMIP,,ETM,23.9655,121.4928,190
TSMIP,,EWT,24.445,121.7783,54
TSMIP,,EYL,23.9037,121.602,71
TSMIP,,EYUL,23.3472,121.3191,165
TSMIP,,FULB,23.1986,121.2939,376
TSMIP,,FUSB,24.7597,121.5875,690
TSMIP,,FUSS,24.2476,121.2438,2247
TSMIP,,GWUB,24.5059,121.1131,2159
TSMIP,,HEN,22.0038,120.746,22
TSMIP,,HGSD,23.4921,121.4239,94
TSMIP,,HKPS,22.28,114.14,196
TSMIP,,HOPB,24.3328,121.6929,160
TSMIP,,HSN,24.8282,121.0143,34
TSMIP,,HSN1,24.778,121.018,102
TSMIP,,HWA,23.9751,121.6135,-103
TSMIP,,HWA,23.975,121.6135,18
TSMIP,,HWA,23.9754,121.6133,16.003
TSMIP,,HWA001,23.789,121.5631,34
TSMIP,F002,HWA002,23.5982,121.5202,18
TSMIP,F003 ,HWA003,23.475789,121.505533,23
TSMIP,F004,HWA004,23.1727,121.2483,244
TSMIP,,HWA005,23.6606,121.4249,120
TSMIP,,HWA006,23.6708,121.4245,126
TSMIP,,HWA007,23.9865,121.6262,31
TSMIP,,HWA008,23.9873,121.603,15
TSMIP,,HWA009,23.9903,121.6223,42
TSMIP,,HWA010,23.9783,121.6027,12
TSMIP,,HWA011,23.9953,121.5948,25
TSMIP,,HWA012,23.992,121.6314,28
TSMIP,F013 ,HWA013,23.975575,121.598439,15
TSMIP,,HWA014,23.9712,121.6057,10
TSMIP,F015,HWA015,23.9729,121.5627,44
TSMIP,,HWA016,23.9632,121.5685,44
TSMIP,,HWA017,23.9482,121.547,76
TSMIP,,HWA018,23.9047,121.5325,51
TSMIP,F019,HWA019,23.975,121.6135,18
TSMIP,F020,HWA020,23.812,121.4416,180
TSMIP,,HWA021,23.5038,121.3299,249
TSMIP,,HWA023,24.0812,121.6045,56
TSMIP,,HWA024,23.3508,121.3053,254
TSMIP,,HWA025,24.1617,121.6522,39
TSMIP,F026,HWA026,24.1182,121.6245,47
TSMIP,,HWA027,24.0537,121.5986,32
TSMIP,F028,HWA028,24.0144,121.6094,20
TSMIP,,HWA029,23.9353,121.5777,34
TSMIP,,HWA030,23.784,121.4561,121
TSMIP,F031 ,HWA031,23.76411,121.50017,90
TSMIP,,HWA032,23.7083,121.4199,141
TSMIP,F033,HWA033,23.6846,121.4827,119
TSMIP,,HWA034,23.5878,121.3837,167
TSMIP,,HWA035,23.7303,121.4446,120
TSMIP,F036,HWA036,23.4977,121.3745,109
TSMIP,F037,HWA037,23.452,121.3936,97
TSMIP,,HWA038,23.4588,121.3519,223
TSMIP,F039,HWA039,23.383,121.3593,141
TSMIP,F041,HWA041,23.2648,121.3026,175
TSMIP,F042,HWA042,23.2199,121.2645,207
TSMIP,F043,HWA043,23.7078,121.5476,9
TSMIP,F044,HWA044,23.6517,121.5363,25
TSMIP,F045,HWA045,24.309,121.7494,27
TSMIP,,HWA046,24.1478,121.6291,58
TSMIP,F047 ,HWA047,24.12542,121.654903,15
TSMIP,F048,HWA048,24.0095,121.5805,30
TSMIP,F049,HWA049,23.9932,121.5645,58
TSMIP,,HWA050,23.9878,121.5908,26
TSMIP,,HWA051,23.8676,121.5568,51
TSMIP,,HWA052,23.8193,121.4737,118
TSMIP,F053,HWA053,23.4064,121.3204,137
TSMIP,F054,HWA054,23.4305,121.3487,93
TSMIP,,HWA055,23.3207,121.34,152
TSMIP,,HWA056,24.1778,121.5159,445
TSMIP,,HWA057,24.1587,121.6229,118
TSMIP,F058,HWA058,23.9659,121.4928,170
TSMIP,F059,HWA059,23.8706,121.5073,40
TSMIP,,HWA060,23.9035,121.6017,66
TSMIP,,HWA061,24.018,121.6107,15
TSMIP,,HWA062,23.9796,121.6198,19
TSMIP,,HWA063,23.9935,121.5929,23
TSMIP,,HWA065,23.3292,121.3194,129
TSMIP,,HWA066,23.483,121.5116,11
TSMIP,F067,HWA067,23.7545,121.4688,91
TSMIP,F068,HWA068,23.8974,121.5509,57
TSMIP,,HWA069,24.1716,121.5713,674
TSMIP,,HWA070,23.1988,121.2939,372
TSMIP,F071,HWA071,23.6689,121.4275,126
TSMIP,F072,HWA072,24.2068,121.4817,1005
TSMIP,F073,HWA073,23.3472,121.3191,138
TSMIP,F074,HWA074,23.7875,121.5627,34
TSMIP,F075,HWA075,23.494,121.3451,173
TSMIP,,HWAB,23.977,121.605,20
TSMIP,,ICHU,23.3606,120.2793,37
TSMIP,,ILA,24.7638,121.7563,11
TSMIP,E001 ,ILA001,24.880858,121.842893,11
TSMIP,,ILA002,24.8429,121.8048,8
TSMIP,,ILA003,24.7958,121.79,5
TSMIP,E004,ILA004,24.7435,121.7906,5
TSMIP,,ILA005,24.6968,121.8127,4
TSMIP,,ILA006,24.6396,121.8327,9
TSMIP,,ILA007,24.5925,121.8535,11
TSMIP,,ILA008,24.7072,121.7707,11
TSMIP,,ILA012,24.7798,121.744,16
TSMIP,,ILA013,24.734,121.7377,10
TSMIP,,ILA014,24.6927,121.7271,20
TSMIP,E015,ILA015,24.779,121.6992,99
TSMIP,,ILA016,24.748,121.6906,26
TSMIP,,ILA017,24.7177,121.6887,39
TSMIP,,ILA018,24.6799,121.6881,51
TSMIP,,ILA019,24.6417,121.6955,124
TSMIP,E020,ILA020,24.7538,121.6356,480
TSMIP,,ILA021,24.7115,121.653,95
TSMIP,E022,ILA022,24.6668,121.6509,99
TSMIP,E023,ILA023,24.6787,121.6095,144
