EQ_ID,year,month,day,hour,minute,second,lat,lat_minute,lon,lon_minute,depth,magnitude,nsta,nearest_sta_dist (km)
29402,2018,12,10,10,58,7.71,23.0,3.74,121,20.29,18.75,4.61,26,4.0
29407,2018,12,12,11,37,54.98,23.0,5.22,120,40.65,6.42,3.87,7,1.6
29409,2018,12,12,13,24,23.76,23.0,54.37,121,31.4,12.37,5.09,85,0.9
29412,2018,12,13,20,56,39.45,24.0,3.32,121,31.37,19.04,3.63,34,7.4
29418,2018,12,15,21,21,5.48,23.0,44.04,121,54.61,32.87,5.8,99,35.9
29442,2018,12,25,3,56,44.35,22.0,35.3,120,47.95,5.77,4.56,52,16.7
29445,2018,12,26,12,2,58.96,23.0,55.34,121,27.98,20.23,3.93,26,7.0
29452,2018,12,29,13,44,57.59,23.0,37.23,120,43.31,15.42,4.16,78,6.8
29466,2019,1,3,18,2,48.75,22.0,53.72,120,58.31,4.79,4.94,60,11.1
29472,2019,1,3,22,59,20.53,22.0,53.28,120,57.4,4.9,4.47,38,12.8
29478,2019,1,7,22,19,42.63,22.0,47.55,121,21.43,13.25,4.28,12,16.0
29480,2019,1,8,12,16,46.27,23.0,14.64,121,32.0,34.03,5.49,99,11.6
29497,2019,1,13,18,28,26.63,22.0,55.99,121,12.34,28.54,4.36,32,4.9
29502,2019,1,15,20,28,43.47,24.0,27.19,121,48.52,7.6,4.04,28,1.4
29506,2019,1,15,20,52,10.8,24.0,27.17,121,48.31,7.43,3.97,25,1.3
29518,2019,1,19,6,35,26.58,23.0,22.79,120,30.39,6.56,3.93,50,2.4
29521,2019,1,19,16,44,10.88,24.0,26.76,121,53.6,12.04,3.81,13,9.6
29543,2019,1,24,7,14,41.19,23.0,8.3,121,26.33,10.83,3.66,4,8.1
29548,2019,1,26,16,23,11.73,23.0,22.58,120,29.65,7.5,3.67,34,3.7
29571,2019,1,29,19,47,21.83,23.0,31.71,120,23.26,8.82,3.55,18,3.9
29572,2019,1,30,5,21,35.85,23.0,44.65,122,23.57,39.68,5.96,99,82.3
29573,2019,1,30,8,31,49.99,22.0,50.75,120,56.19,9.55,3.59,16,15.1
29583,2019,1,30,15,14,53.79,21.0,48.63,120,35.21,46.75,5.18,12,20.8
29606,2019,2,7,16,52,4.83,23.0,15.63,120,36.34,13.71,5.07,99,4.0
29622,2019,2,9,20,12,57.17,25.0,8.0,121,32.44,7.71,4.04,72,3.7
29633,2019,2,12,18,23,2.05,23.0,44.83,121,34.55,5.47,4.37,21,4.8
29641,2019,2,15,14,8,7.11,23.0,47.86,121,44.9,45.6,5.17,99,18.9
29645,2019,2,17,10,22,29.24,23.0,7.39,120,26.85,14.64,4.21,54,1.2
29663,2019,2,24,12,55,18.27,23.0,19.5,120,34.3,14.35,3.79,27,3.7
29669,2019,2,28,18,47,51.82,23.0,59.27,121,0.29,16.46,3.66,5,3.1
29687,2019,3,8,2,32,14.45,22.0,26.25,121,23.86,24.08,5.36,88,42.6
29694,2019,3,9,17,27,29.7,23.0,55.69,121,27.08,19.84,4.06,43,5.9
29701,2019,3,12,3,53,39.4,22.0,55.01,120,37.06,10.78,4.2,32,5.9
29703,2019,3,12,14,27,28.46,24.0,37.63,121,41.42,8.16,3.85,49,1.7
29707,2019,3,13,4,32,34.97,23.0,35.7,121,35.32,35.91,5.42,99,7.0
29711,2019,3,13,21,7,22.67,23.0,3.37,121,21.25,17.73,4.77,40,4.0
29714,2019,3,16,0,45,51.96,23.0,13.12,121,23.34,18.92,4.62,37,3.0
29754,2019,4,3,1,52,55.39,22.0,56.24,120,52.1,4.87,5.95,99,21.7
29760,2019,4,4,1,56,55.14,22.0,58.96,120,51.78,3.48,5.51,99,21.9
29771,2019,4,4,12,56,50.06,23.0,42.66,121,34.63,31.48,4.68,46,3.0
29779,2019,4,5,21,24,55.24,22.0,49.38,120,41.15,16.92,4.56,99,5.6
29784,2019,4,8,6,58,9.79,21.0,59.81,121,30.74,17.64,4.84,1,6.5
29801,2019,4,9,15,13,21.89,23.0,59.01,121,34.06,11.65,5.12,83,1.1
29803,2019,4,9,20,24,13.58,23.0,57.97,121,33.44,10.25,4.87,75,0.9
29804,2019,4,9,22,57,52.35,24.0,11.24,121,52.72,25.67,5.03,87,17.6
29808,2019,4,10,20,26,59.48,24.0,7.52,121,35.33,16.49,3.5,13,3.7
29820,2019,4,15,15,26,22.97,24.0,2.71,121,31.2,20.03,4.22,71,7.3
29824,2019,4,18,5,1,7.11,24.0,3.26,121,33.55,20.33,6.32,99,4.0
29826,2019,4,18,5,17,26.63,24.0,4.89,121,31.79,20.62,4.23,52,7.6
29835,2019,4,19,1,54,32.84,24.0,3.08,121,31.05,19.67,3.9,38,7.7
29845,2019,4,21,8,9,48.4,24.0,45.03,121,49.12,10.01,4.0,56,1.0
29847,2019,4,21,8,15,15.65,24.0,45.16,121,49.21,10.46,3.9,53,0.9
29869,2019,4,27,9,49,47.04,24.0,4.69,121,31.58,20.84,3.84,32,7.8
29874,2019,4,29,19,58,1.45,23.0,44.5,121,28.45,9.29,3.71,14,1.5
29878,2019,5,1,3,17,58.7,23.0,47.22,121,25.95,18.52,4.21,41,2.4
29884,2019,5,2,10,44,43.05,24.0,29.17,121,56.5,41.15,4.92,87,11.7
29929,2019,5,20,18,48,13.36,24.0,17.89,121,37.58,23.26,3.59,18,12.6
29930,2019,5,22,1,37,24.91,23.0,57.71,121,38.6,28.8,4.81,80,3.1
29932,2019,5,23,6,12,49.39,24.0,1.0,121,32.93,14.45,4.96,99,3.1
29935,2019,5,25,6,27,40.85,23.0,12.65,121,23.43,21.31,4.4,31,2.2
29953,2019,5,31,15,53,18.13,22.0,55.36,120,34.67,13.44,4.81,99,4.3
29958,2019,6,1,8,9,5.49,22.0,24.31,120,59.19,10.74,3.96,12,7.9
29968,2019,6,4,9,46,18.99,22.0,50.54,121,36.7,14.68,5.93,99,23.8
29971,2019,6,5,19,27,20.57,23.0,49.99,121,34.64,22.41,4.65,52,4.4
29991,2019,6,13,13,40,24.33,23.0,42.95,121,24.48,15.6,3.62,9,1.5
30021,2019,6,25,21,8,34.13,23.0,22.61,120,29.82,7.32,3.53,30,3.4
30053,2019,7,7,3,51,3.4,23.0,17.56,120,7.73,11.51,4.0,43,3.5
30061,2019,7,11,21,10,7.1,24.0,4.04,121,39.26,9.26,3.95,27,5.3
30069,2019,7,15,8,2,7.97,22.0,23.66,120,57.47,13.9,4.08,11,7.0
30079,2019,7,18,16,30,44.66,23.0,26.08,120,22.56,10.2,3.7,47,4.0
30098,2019,7,27,12,23,36.43,24.0,11.64,121,37.29,18.47,3.85,37,3.9
30112,2019,8,2,1,30,1.0,23.0,41.92,121,31.04,3.2,3.54,10,3.2
30114,2019,8,2,13,53,8.78,23.0,42.52,121,31.52,4.22,4.65,24,2.3
30127,2019,8,2,20,59,42.73,23.0,41.19,121,31.95,3.4,3.62,7,2.8
30131,2019,8,2,22,24,43.96,23.0,41.27,121,32.16,4.1,4.96,39,2.5
30154,2019,8,3,7,55,54.21,23.0,42.37,121,31.24,5.0,3.54,7,2.7
30163,2019,8,4,0,24,35.44,23.0,42.84,121,29.91,3.87,3.69,11,5.0
30172,2019,8,4,6,25,52.45,23.0,40.63,121,32.03,3.04,4.12,13,2.8
30182,2019,8,5,3,39,38.95,23.0,17.89,120,26.8,4.35,4.06,46,2.9
30190,2019,8,6,1,19,48.74,23.0,40.35,121,31.82,4.57,5.1,44,2.4
30195,2019,8,6,1,31,30.4,23.0,40.73,121,31.4,3.65,4.69,26,3.3
30222,2019,8,7,1,38,9.31,23.0,41.81,121,34.98,5.3,3.52,4,3.8
30230,2019,8,7,21,28,3.56,24.0,26.18,121,54.58,24.15,6.24,99,11.4
30236,2019,8,8,6,0,0.47,24.0,28.24,121,50.83,19.31,3.82,31,4.7
30248,2019,8,10,8,3,18.59,23.0,39.65,121,30.82,3.48,4.14,11,2.5
30250,2019,8,10,19,50,20.87,23.0,39.79,121,29.94,3.31,3.55,7,4.0
30254,2019,8,10,21,43,19.94,23.0,44.22,121,31.48,3.83,3.72,6,4.0
30255,2019,8,10,22,12,38.73,23.0,44.15,121,31.54,6.12,4.27,15,3.8
30270,2019,8,15,21,41,40.39,23.0,33.97,120,43.01,17.75,4.71,99,5.3
30301,2019,8,18,4,5,14.77,23.0,44.6,121,32.11,6.6,4.97,61,4.1
30366,2019,8,18,9,18,9.37,23.0,43.64,121,31.25,5.75,3.78,10,3.5
30439,2019,8,25,20,41,31.62,23.0,59.7,121,33.28,12.52,3.88,41,1.0
30441,2019,8,27,11,25,44.34,23.0,37.6,121,29.2,4.15,3.68,7,4.7
30442,2019,8,27,12,10,9.83,23.0,37.67,121,28.8,4.81,3.97,9,5.3
30449,2019,8,30,6,46,19.06,22.0,50.75,120,39.4,19.39,4.19,27,4.5
30457,2019,9,2,7,23,10.95,24.0,3.26,121,31.26,19.11,3.56,35,7.5
30459,2019,9,3,0,47,30.97,23.0,44.88,121,30.28,6.85,4.6,22,3.7
30473,2019,9,5,17,50,55.92,23.0,1.97,121,7.01,10.14,3.91,13,5.1
30494,2019,9,12,2,56,9.6,24.0,23.55,121,24.88,6.17,3.84,18,6.0
30503,2019,9,16,14,12,22.95,23.0,24.96,121,21.15,12.42,3.77,9,4.7
30511,2019,9,21,9,34,48.56,24.0,27.13,120,56.43,6.8,3.99,27,1.5
30546,2019,9,30,17,12,58.12,22.0,54.62,120,35.66,14.9,4.54,74,7.7
30547,2019,9,30,17,54,54.45,24.0,17.68,121,49.39,13.58,3.97,8,7.1
30549,2019,10,1,2,17,48.85,22.0,34.82,121,1.52,7.24,4.41,22,4.3
30556,2019,10,3,7,36,45.4,23.0,2.79,121,7.03,5.85,3.85,16,4.8
30565,2019,10,8,11,50,25.85,24.0,3.34,121,29.98,23.85,3.88,20,9.6
30597,2019,10,21,22,18,10.12,24.0,19.91,121,38.07,22.98,3.58,8,15.6
30598,2019,10,21,23,6,2.64,24.0,20.0,121,38.31,23.63,3.52,7,11.6
30617,2019,10,27,23,28,3.17,24.0,28.56,121,53.45,26.71,4.5,33,7.7
30642,2019,11,4,3,32,17.93,24.0,1.2,121,30.42,16.4,3.97,49,6.2
30645,2019,11,5,0,50,19.28,24.0,27.29,121,49.28,17.21,3.66,24,2.3
30683,2019,11,19,9,15,39.01,22.0,47.07,121,2.71,4.89,3.73,22,2.0
30726,2019,12,9,14,38,4.31,23.0,12.15,121,24.26,23.92,3.89,14,1.5
30727,2019,12,10,4,13,55.46,24.0,2.8,121,29.87,21.83,4.13,39,9.0
30730,2019,12,11,13,23,58.26,24.0,47.35,121,53.5,10.31,3.99,40,7.6
30732,2019,12,11,14,2,5.56,24.0,47.56,121,53.12,10.52,4.11,44,7.3
30744,2019,12,16,11,25,57.69,24.0,32.51,121,45.71,49.73,5.25,99,7.4
30745,2019,12,16,23,41,52.26,24.0,2.13,121,31.09,18.08,4.19,52,6.6
30788,2019,12,31,13,9,29.2,23.0,7.04,121,10.85,11.32,3.52,8,1.8
30791,2019,12,31,19,10,10.54,24.0,5.0,121,40.26,10.8,4.95,61,5.0
