EQ_ID,p_picks,pgv_time_window,predict,answer,latitude,longitude,elevation,station_name,year,month,day,hour,minute,second,intensity,epdis (km),pga_z,pga_ns,pga_ew,record_time (sec),file_name,instrument_code,start_time,sta_angle,quality_control,p_pick_sec,p_arrival_abs_time,pga,pga_time,pgv,pgv_time_file,Vs30,depth,magnitude,nsta,nearest_sta_dist (km),event_lat,event_lon
24734.0,1060.0,2123.0,-1.1709777,-1.3536215664381923,23.3563,121.4673,48.0,TTN031,2016,1,11,4,52,57.55,5,10.75,71.92,174.78,108.34,62.0,11901100.CVA, CVA ,20160100000000.0,217,y,18.96500015,2016-01-11 04:53:03.557,0.1875591501546576,4837.0,-1.308214687528823,4838.0,512.69,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,1069.0,2433.0,-1.1167846,-2.260815774299294,23.4977,121.3745,109.0,HWA036,2016,1,11,4,52,57.55,3,17.45,8.62,14.72,10.6,200.1,35401100.MNS, NANO,20160100000000.0,294,y,59.35499954,2016-01-11 04:53:03.604,-0.8793804494330832,13409.0,-2.254280653177759,13218.0,520.61,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,1080.0,2990.0,-1.342452,-2.136973306452445,23.4305,121.3487,93.0,HWA054,2016,1,11,4,52,57.55,3,18.6,7.88,12.86,20.44,200.0,33601100.MNS, NANO,20160100000000.0,269,y,59.51499939,2016-01-11 04:53:03.657,-0.6782833540178625,13729.0,-2.1396733018256597,13797.0,521.6,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,1080.0,2510.0,-1.5341239,-2.316660744767832,23.4588,121.3519,223.0,HWA038,2016,1,11,4,52,57.55,3,18.48,6.18,13.02,9.92,191.6,35801100.MNS, NANO,20160100000000.0,279,y,59.32500076,2016-01-11 04:53:03.659,-0.9032666790774097,13216.0,-2.321866409837567,13279.0,661.52,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,1094.0,2934.0,-1.0489554,-2.112860257442461,23.383,121.3593,141.0,HWA039,2016,1,11,4,52,57.55,3,18.39,6.64,9.62,10.74,196.5,36301100.MNS, NANO,20160100000000.0,252,y,58.70999908,2016-01-11 04:53:03.730,-0.8922359455507529,13544.0,-2.118618594534264,13390.0,504.91,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,1119.0,2239.0,-1.1728134,-1.7000169045499902,23.3163,121.4512,63.0,TTN001,2016,1,11,4,52,57.55,4,15.34,22.62,78.56,52.26,120.0,M3701100.SMT, SMTA,20160100000000.0,212,y,64.22000122,2016-01-11 04:53:03.856,-0.1931748983387728,13929.0,-1.6714764591832478,13945.0,484.46,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,1129.0,2658.0,-1.765542,-2.5191878476110725,23.4064,121.3204,137.0,HWA053,2016,1,11,4,52,57.55,3,21.71,4.34,7.12,8.34,48.0,11301100.CVA, CVA ,20160100000000.0,262,y,14.42000008,2016-01-11 04:53:03.902,-1.0784513526343382,4515.0,-2.5490270765704053,4396.0,829.07,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,1129.0,2500.0,-1.515827,-2.458230505891208,23.5038,121.3299,249.0,HWA021,2016,1,11,4,52,57.55,3,21.93,4.96,10.78,14.76,120.0,E9501100.SMT, SMTA,20160100000000.0,291,y,64.17500305,2016-01-11 04:53:03.903,-0.9976224425862572,14172.0,-2.4404608583933403,14188.0,545.91,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,1151.0,2345.0,-1.0096312,-2.2200033577169336,23.5982,121.5202,18.0,HWA002,2016,1,11,4,52,57.55,4,18.23,7.04,27.06,17.86,51.0,12001100.DBL, CVA ,20160100000000.0,357,y,14.10000038,2016-01-11 04:53:04.012,-0.6263145191422583,3994.0,-2.167834547191089,3997.0,789.37,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,1202.0,3363.0,-1.1560737,-1.9439312479240085,23.3207,121.34,152.0,HWA055,2016,1,11,4,52,57.55,3,23.17,7.08,11.64,16.68,54.0,09501100.CVA, CVA ,20160100000000.0,237,y,13.10499954,2016-01-11 04:53:04.269,-0.7530579326051142,5167.0,-1.9608457217412136,4769.0,524.43,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,1203.0,3315.0,-1.9094911,-2.614860557088116,23.3508,121.3053,254.0,HWA024,2016,1,11,4,52,57.55,2,24.8,3.98,4.0,6.74,120.0,E9701100.SMT, SMTA,20160100000000.0,248,y,64.59999847,2016-01-11 04:53:04.273,-1.2738196861867015,14705.0,-2.6157911943993377,15017.0,693.6,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,1211.0,2761.0,-1.2714089,-2.136364402700639,23.3292,121.3194,129.0,HWA065,2016,1,11,4,52,57.55,3,24.52,7.88,19.66,15.5,196.9,35701100.MNS, NANO,20160100000000.0,242,y,59.05500031,2016-01-11 04:53:04.313,-0.7225133296262211,13468.0,-2.137734267711896,13345.0,371.26,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,1215.0,3472.0,-1.2092671,-2.0600020471158493,23.3308,121.3118,139.0,TRB034,2016,1,11,4,52,57.55,3,25.11,8.1,15.08,10.36,56.0,02401100.CVA, CVA ,20160100000000.0,243,y,12.43000031,2016-01-11 04:53:04.333,-0.811466397891167,4705.0,-2.0984840539049023,4726.0,428.41,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,1249.0,2540.0,-0.9272966,-2.1318749250004223,23.6517,121.5363,25.0,HWA044,2016,1,11,4,52,57.55,3,24.13,7.0,15.88,21.7,188.8,32701100.MNS, NANO,20160100000000.0,1,y,54.84000015,2016-01-11 04:53:04.505,-0.6489990516149768,12223.0,-2.1330897214380764,12221.0,533.05,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,1253.0,2734.0,-1.0521836,-2.1352181857384416,23.6708,121.4245,126.0,HWA006,2016,1,11,4,52,57.55,3,28.4,7.14,11.44,17.64,47.0,13001100.CVA, CVA ,20160100000000.0,338,y,12.89000034,2016-01-11 04:53:04.525,-0.8198732981704503,4020.0,-2.147728257545364,4042.0,557.05,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,1280.0,2441.0,-1.4882386,-1.6108461952990587,23.2447,121.4141,31.0,TTN032,2016,1,11,4,52,57.55,4,24.1,14.04,40.0,63.64,240.0,M3301100.SMT, SMTA,20160100000000.0,210,y,64.71499634,2016-01-11 04:53:04.657,-0.3208063519479449,14130.0,-1.6087420503452807,14087.0,736.11,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,1310.0,3311.0,-0.7747436,-1.771978655240395,23.6846,121.4827,119.0,HWA033,2016,1,11,4,52,57.55,3,28.19,7.22,20.1,21.44,120.0,D3101100.SMT, SMTA,20160100000000.0,350,y,65.27999878,2016-01-11 04:53:04.806,-0.5737080756266317,15044.0,-1.757865690877508,15040.0,392.75,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,1310.0,3070.0,-1.2523701,-1.866172463123944,23.2648,121.3026,175.0,HWA041,2016,1,11,4,52,57.55,4,29.9,16.36,28.34,19.74,200.9,32901100.MNS, NANO,20160100000000.0,231,y,59.88499832,2016-01-11 04:53:04.809,-0.4793217523709272,13701.0,-1.8509572721051175,14432.0,481.85,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,1390.0,3140.0,-1.2072593,-2.207170044451664,23.7303,121.4446,120.0,HWA035,2016,1,11,4,52,57.55,3,33.99,8.3,11.74,11.0,191.9,39401100.MNS, NANO,20160100000000.0,345,y,57.38000107,2016-01-11 04:53:05.208,-0.9548425252165136,12998.0,-2.2063095847476157,13210.0,686.11,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,1395.0,2907.0,-1.1179032,-2.1857235174404166,23.7078,121.5476,9.0,HWA043,2016,1,11,4,52,57.55,3,30.39,12.82,17.2,17.48,120.0,F1601100.SMT, SMTA,20160100000000.0,3,y,65.25499725,2016-01-11 04:53:05.233,-0.720225490685023,14548.0,-2.1793469803838024,14547.0,544.46,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,1427.0,3147.0,-1.6107843,-2.117224224566573,23.2199,121.2645,207.0,HWA042,2016,1,11,4,52,57.55,3,36.09,5.42,7.5,10.48,197.4,14401100.MNS, NANO,20160100000000.0,229,y,57.68000031,2016-01-11 04:53:05.392,-0.980486395132705,13214.0,-2.1206251369933997,13241.0,547.99,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,1479.0,3110.0,-1.0154612,-2.276554165983114,23.76411,121.50017,90.0,HWA031,2016,1,11,4,52,57.55,3,36.7,5.02,9.68,8.2,196.8,37901100.MNS, NANO,20160100000000.0,355,y,59.31999969,2016-01-11 04:53:05.652,-0.997671301287506,13441.0,-2.230208908941109,13478.0,593.82,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,1494.0,3134.0,-1.4890054,-2.453653920637119,23.784,121.4561,121.0,HWA030,2016,1,11,4,52,57.55,2,39.52,2.56,4.96,4.36,182.9,35601100.MNS, NANO,20160100000000.0,349,y,52.81000137,2016-01-11 04:53:05.729,-1.3341095925228577,12211.0,-2.4449259055646717,12187.0,594.06,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,1548.0,3230.0,-1.3891232,-2.450002769490032,23.812,121.4416,180.0,HWA020,2016,1,11,4,52,57.55,3,42.85,3.2,10.66,10.58,120.0,E9401100.SMT, SMTA,20160100000000.0,348,y,66.04000092,2016-01-11 04:53:06.000,-1.030545886235536,14874.0,-2.439728240461752,14873.0,629.59,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,1560.0,3625.0,-1.6131529,-1.8604438362601488,23.1727,121.2483,244.0,HWA004,2016,1,11,4,52,57.55,4,40.87,7.96,17.54,33.14,62.0,11501100.CVA, CVA ,20160100000000.0,225,y,16.36000061,2016-01-11 04:53:06.059,-0.4808460615328068,5300.0,-1.852943269937978,5320.0,319.59,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,1565.0,3203.0,-1.4419111,-1.9435732425834136,23.0978,121.3731,37.0,TTN014,2016,1,11,4,52,57.55,4,40.55,14.42,32.02,34.54,120.0,C4601100.SMT, SMTA,20160100000000.0,203,y,66.33000183,2016-01-11 04:53:06.082,-0.44369656868451,14772.0,-1.943384234584855,14866.0,539.62,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,1567.0,3503.0,-1.2088029,-2.173213065151073,23.789,121.5631,34.0,HWA001,2016,1,11,4,52,57.55,3,39.46,6.92,9.66,19.42,180.0,30501100.MNS, NANO,20160100000000.0,5,y,53.31999969,2016-01-11 04:53:06.091,-0.71022724273281,12200.0,-2.1609515069874834,12668.0,565.18,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,1674.0,3670.0,-2.0282304,-2.588892966030212,23.1492,121.2072,311.0,TTN040,2016,1,11,4,52,57.55,2,45.7,4.98,6.94,5.92,45.0,09601100.CVA, CVA ,20160100000000.0,226,y,9.31000042,2016-01-11 04:53:06.628,-1.2086595231999642,3843.0,-2.5548003975598643,3844.0,726.57,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,1714.0,3891.0,-1.1761959,-2.247793663806721,23.8706,121.5073,40.0,HWA059,2016,1,11,4,52,57.55,3,48.44,4.04,7.64,11.02,120.0,F4401100.SMT, SMTA,20160100000000.0,357,y,67.24500275,2016-01-11 04:53:06.828,-0.9683635133613124,15611.0,-2.2267050890378104,15610.0,265.84,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,1734.0,4556.0,-1.8382267,-2.421301923320192,23.1259,121.2147,278.0,TTN020,2016,1,11,4,52,57.55,2,46.99,3.64,4.02,4.84,195.4,42201100.MNS, NANO,20160100000000.0,223,y,58.66999817,2016-01-11 04:53:06.929,-1.2938381650110344,14511.0,-2.424007900362627,14541.0,514.45,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,1761.0,3569.0,-0.94786143,-1.880864912348283,23.8676,121.5568,51.0,HWA051,2016,1,11,4,52,57.55,3,48.12,4.9,22.12,16.6,51.0,11701100.CVA, CVA ,20160100000000.0,3,y,11.46500015,2016-01-11 04:53:07.064,-0.6252493903327083,4063.0,-1.8773482934337613,4085.0,449.74,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,1774.0,3413.0,-1.7762358,-1.8541461994112425,23.027,121.3308,28.0,TTN043,2016,1,11,4,52,57.55,4,49.48,10.48,23.56,52.72,53.0,09301100.CVA, CVA ,20160100000000.0,204,y,11.59500027,2016-01-11 04:53:07.128,-0.3418013345757567,4038.0,-1.8527945142715951,4055.0,490.6,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,1802.0,4046.0,-1.7786088,-2.3098767912686284,23.1324,121.1251,437.0,TTN041,2016,1,11,4,52,57.55,3,53.24,8.1,9.96,14.02,56.0,10001100.CVA, CVA ,20160100000000.0,231,y,13.10499954,2016-01-11 04:53:07.267,-0.8657232021066181,4827.0,-2.3343830125020406,4848.0,431.59,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,1810.0,4585.0,-1.6262984,-2.1124638978105827,23.0952,121.2192,286.0,TTN022,2016,1,11,4,52,57.55,3,49.22,6.96,10.12,9.52,120.0,F2601100.SMT, SMTA,20160100000000.0,220,y,67.46499634,2016-01-11 04:53:07.310,-0.9640509403029476,16269.0,-2.115814069699557,16203.0,503.22,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,1847.0,3885.0,-2.183831,-2.827423557708775,23.102,121.1759,307.0,TTN021,2016,1,11,4,52,57.55,2,51.64,4.76,6.8,5.1,193.3,13101100.MNS, NANO,20160100000000.0,225,y,58.02000046,2016-01-11 04:53:07.494,-1.3300419343956214,13786.0,-2.807299843411438,13625.0,673.86,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,1915.0,4792.0,-2.1263485,-2.8271206483149247,23.1871,121.0251,1058.0,TTN051,2016,1,11,4,52,57.55,2,58.5,2.98,5.24,4.16,120.0,F0001100.SMT, SMTA,20160100000000.0,242,y,68.17500305,2016-01-11 04:53:07.832,-1.3846852728062018,15252.0,-2.825097529033988,15253.0,902.74,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,1924.0,3768.0,-1.9495243,-2.3243702490908045,22.9991,121.2852,75.0,TTN042,2016,1,11,4,52,57.55,3,54.3,5.4,14.2,15.38,59.0,09401100.CVA, CVA ,20160100000000.0,208,y,18.95000076,2016-01-11 04:53:07.877,-0.8361111888454575,5599.0,-2.3424629112052333,5616.0,824.52,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,1935.0,4615.0,-1.3325541,-2.2557908899862285,23.9035,121.6017,66.0,HWA060,2016,1,11,4,52,57.55,3,52.52,4.62,6.8,9.26,120.0,F3801100.SMT, SMTA,20160100000000.0,8,y,67.94499969,2016-01-11 04:53:07.934,-0.9748006015634844,16231.0,-2.265174023787399,15957.0,555.88,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,1946.0,4085.0,-1.7993733,-2.0133770899653967,22.9725,121.304,46.0,TTN002,2016,1,11,4,52,57.55,3,56.09,7.66,13.58,20.54,51.0,12801100.CVA, CVA ,20160100000000.0,204,y,10.27499962,2016-01-11 04:53:07.989,-0.6860113815119253,4179.0,-1.9972704029960475,4177.0,663.94,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,1970.0,3906.0,-1.5440162,-2.499901971279012,23.9659,121.4928,170.0,HWA058,2016,1,11,4,52,57.55,2,59.05,3.8,5.54,5.34,120.0,F3201100.SMT, SMTA,20160100000000.0,356,y,68.37999725,2016-01-11 04:53:08.106,-1.3120747815328966,15773.0,-2.46618352772897,15597.0,525.67,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,1972.0,6828.0,-1.6611954,-2.274520265696425,23.0512,121.1638,231.0,TTN023,2016,1,11,4,52,57.55,2,56.61,2.64,4.9,4.4,202.8,41901100.MNS, NANO,20160100000000.0,222,y,49.72999954,2016-01-11 04:53:08.119,-1.3091641283315938,13202.0,-2.2825101060570545,14789.0,542.2,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,2027.0,4654.0,-1.7365694,-2.261416664489842,23.006,121.174,211.0,TTN044,2016,1,11,4,52,57.55,2,59.81,3.5,6.38,5.3,50.0,09901100.CVA, CVA ,20160100000000.0,218,y,6.605000019,2016-01-11 04:53:08.399,-1.2083981585009085,5034.0,-2.243454470003173,3932.0,353.36,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,2040.0,4858.0,-1.9346359,-2.38882330091488,22.9625,121.2409,189.0,TTN046,2016,1,11,4,52,57.55,2,60.03,5.02,6.6,7.94,49.0,11601100.CVA, CVA ,20160100000000.0,210,y,8.704999924,2016-01-11 04:53:08.464,-1.11058605373367,3959.0,-2.3668103830792027,4543.0,529.1,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,2047.0,3892.0,-1.8078097,-2.466994016050785,23.2483,120.9862,2302.0,MTN158,2016,1,11,4,52,57.55,2,59.34,4.22,5.4,5.82,188.8,42701100.MNS, NANO,20160100000000.0,250,y,52.69499969,2016-01-11 04:53:08.495,-1.2541584087049629,12899.0,-2.457998907326877,12368.0,777.67,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,2137.0,5326.0,-1.1801084,-2.304897686696767,23.9712,121.6057,10.0,HWA014,2016,1,11,4,52,57.55,2,60.0,2.58,6.4,6.34,48.0,13601100.CVA, CVA ,20160100000000.0,7,y,5.190000057,2016-01-11 04:53:08.947,-1.1859892594064594,3955.0,-2.2915949571569785,4045.0,279.96,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,2140.0,4177.0,-1.6308413,-2.5496840619594257,23.9932,121.5645,58.0,HWA049,2016,1,11,4,52,57.55,2,62.04,3.38,4.74,3.46,44.0,12601102.DBL, CVA ,20160100000000.0,3,y,9.029999733,2016-01-11 04:53:08.964,-1.3202874065345669,3834.0,-2.532915228859634,3826.0,509.34,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,2148.0,4958.0,-1.2852279,-2.17004936392755,23.9783,121.6027,12.0,HWA010,2016,1,11,4,52,57.55,2,60.75,2.56,4.82,5.54,47.0,13501100.CVA, CVA ,20160100000000.0,7,y,7.550000191,2016-01-11 04:53:09.001,-1.219021952968485,3905.0,-2.1825432792442294,4306.0,249.68,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,2153.0,4910.0,-1.4174773,-2.2458519216815667,23.9878,121.5908,26.0,HWA050,2016,1,11,4,52,57.55,2,61.66,2.74,3.08,7.1,45.0,11801100.CVA, CVA ,20160100000000.0,6,y,5.929999828,2016-01-11 04:53:09.029,-1.1402196397534283,3899.0,-2.246360718350792,3927.0,343.44,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,2161.0,5172.0,-1.3250122,-2.287577314943189,23.9873,121.603,15.0,HWA008,2016,1,11,4,52,57.55,2,61.74,2.96,5.28,4.94,48.0,12201100.CVA, CVA ,20160100000000.0,7,y,6.239999771,2016-01-11 04:53:09.068,-1.2685745565063922,4517.0,-2.3025697366395703,4243.0,297.03,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,2163.0,4572.0,-1.3823203,-2.42823922901573,23.9935,121.5929,23.0,HWA063,2016,1,11,4,52,57.55,2,62.31,2.9,5.9,4.16,195.3,36201100.MNS, NANO,20160100000000.0,6,y,49.57500076,2016-01-11 04:53:09.076,-1.254429924775072,12281.0,-2.4231904167452547,12101.0,288.93,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,2164.0,4266.0,-2.0268493,-2.385157164980512,22.8959,121.2487,28.0,TTN034,2016,1,11,4,52,57.55,3,62.09,4.26,11.92,12.8,240.0,M0401100.SMT, SMTA,20160100000000.0,206,y,68.95500183,2016-01-11 04:53:09.079,-0.92520251169417,15856.0,-2.3844579049542105,15875.0,457.49,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,2167.0,5880.0,-1.4148842,-2.319872771150547,23.9953,121.5948,25.0,HWA011,2016,1,11,4,52,57.55,2,62.53,3.2,5.72,5.22,45.0,13101100.CVA, CVA ,20160100000000.0,6,y,4.650000095,2016-01-11 04:53:09.098,-1.2417064719563835,3314.0,-2.324130027398442,4627.0,360.84,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,2177.0,4593.0,-1.4891844,-2.267620867227127,24.0095,121.5805,30.0,HWA048,2016,1,11,4,52,57.55,2,63.96,2.5,6.28,6.78,45.0,12101101.DBL, CVA ,20160100000000.0,5,y,7.295000076,2016-01-11 04:53:09.149,-1.1383590147052896,3862.0,-2.259018258906423,3859.0,349.79,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,2188.0,4096.0,-1.3873625,-2.544200055152205,23.4875,120.9591,3805.0,CHY121,2016,1,11,4,52,57.55,2,58.68,2.64,6.42,6.54,120.0,J1201100.SMT, SMTA,20160100000000.0,276,y,69.15000153,2016-01-11 04:53:09.200,-1.2006220984566165,15784.0,-2.5497097211806827,15722.0,328.58,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,2216.0,5023.0,-1.9547814,-2.47709153294394,22.8784,121.2276,56.0,TTN035,2016,1,11,4,52,57.55,2,68.9,2.9,5.28,6.0,240.0,M3801100.SMT, SMTA,20160100000000.0,207,y,69.87000275,2016-01-11 04:53:09.341,-1.2331827635237531,16745.0,-2.4610990080671447,16764.0,519.75,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24734.0,2514.0,4430.0,-2.059442,-2.6320889265916416,23.2525,120.8197,790.0,MTN156,2016,1,11,4,52,57.55,2,75.42,3.4,7.24,4.0,194.3,42501100.MNS, NANO,20160100000000.0,255,y,60.27500153,2016-01-11 04:53:10.829,-1.1444677342260183,13880.0,-2.604314634887634,13879.0,578.53,33.15,5.25,91,5.3,23.433833333333332,121.53066666666666
24738.0,1000.0,1375.0,-1.0488201,-2.135086663178385,23.3821,120.5299,175.0,CHY087,2016,1,13,9,6,57.71,4,5.53,10.72,29.18,26.1,120.0,C2101300.SMT, SMTA,20160100000000.0,130,y,59.65999985,2016-01-13 09:07:00.292,-0.5116090878177746,12273.0,-2.0763173041344025,12289.0,508.0,9.7,3.59,27,5.5,23.414,120.48816666666667
24738.0,1019.0,1827.0,-1.3253702,-2.9282214393108474,23.4592,120.5237,134.0,CHY132,2016,1,13,9,6,57.71,3,6.18,7.22,10.86,11.74,45.0,17001300.CVA, CVA ,20160100000000.0,36,y,16.87999916,2016-01-13 09:07:00.384,-1.1927175485847883,3932.0,-2.921766077739236,3935.0,513.29,9.7,3.59,27,5.5,23.414,120.48816666666667
24738.0,1055.0,1572.0,-1.1003706,-2.9089754000295924,23.4722,120.4674,49.0,CHY119,2016,1,13,9,6,57.71,2,6.78,3.1,4.21,4.38,181.3,38101300.MNS, NANO,20160100000000.0,342,y,58.00500107,2016-01-13 09:07:00.564,-1.481964117940194,12077.0,-2.8764264084976445,12102.0,498.38,9.7,3.59,27,5.5,23.414,120.48816666666667
